epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
280,57163.2,0.90291,0.35822,0.00162,0.84269,0.74734,0.82853,0.53128,1.66266,1.10375,0.00422,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,57367.3,0.90012,0.3564,0.0016,0.83774,0.75196,0.8279,0.53044,1.6625,1.10725,0.00422,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
282,57571.1,0.89664,0.35287,0.0016,0.83989,0.74546,0.82775,0.53044,1.66273,1.10969,0.00422,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,57774.9,0.87613,0.35189,0.00157,0.84087,0.74425,0.82763,0.52991,1.66452,1.11208,0.00422,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,57978.1,0.88778,0.35449,0.00157,0.83973,0.74579,0.82681,0.52974,1.66243,1.11667,0.00422,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,58181.8,0.88354,0.3509,0.00156,0.83964,0.74629,0.82624,0.52952,1.66366,1.12008,0.00422,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,58385.9,0.88035,0.34559,0.00155,0.82855,0.75274,0.82591,0.52826,1.66438,1.12299,0.00422,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,58589.8,0.87823,0.34397,0.00154,0.84724,0.73576,0.82544,0.52762,1.66251,1.12898,0.00422,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,58794.4,0.87352,0.35032,0.00153,0.83332,0.74831,0.82567,0.52796,1.66257,1.13001,0.00422,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,58998.6,0.86633,0.33758,0.00153,0.85347,0.74133,0.82607,0.52748,1.66349,1.12912,0.00423,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,59202.7,0.86277,0.33897,0.00154,0.84097,0.75374,0.82691,0.52846,1.66645,1.12696,0.00422,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,59407.5,0.82719,0.30251,0.00167,0.84892,0.75032,0.82702,0.52932,1.66666,1.12822,0.00422,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,59609.5,0.77807,0.27517,0.00152,0.85084,0.75279,0.82713,0.52913,1.66632,1.13085,0.00426,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,59812.4,0.76389,0.26578,0.00148,0.85326,0.74847,0.8278,0.53032,1.66423,1.13716,0.00426,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,60015.1,0.76139,0.27031,0.00146,0.85124,0.74907,0.82897,0.53144,1.66739,1.13507,0.00427,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,60218,0.75251,0.26903,0.00147,0.85216,0.74952,0.82997,0.5322,1.66746,1.13351,0.00426,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,60420.9,0.74677,0.26505,0.00143,0.84496,0.74745,0.83015,0.53242,1.66725,1.14009,0.00426,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,60623.4,0.7389,0.26077,0.00141,0.85007,0.75226,0.83031,0.53219,1.67308,1.13892,0.00427,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,60825.7,0.73383,0.25375,0.00139,0.85167,0.75226,0.83061,0.53255,1.67352,1.13972,0.00427,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,61028.6,0.72697,0.2532,0.00137,0.85666,0.74207,0.83094,0.53282,1.67671,1.13651,0.00427,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,61231.2,0.7268,0.25778,0.00137,0.84781,0.75248,0.82937,0.53251,1.67832,1.13633,0.00428,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
